tweet,language,topic_name,sub_topic
"#frogOTD Micrixalus phyllophilus, amazing Nilgiri Dancing #Frog from India, see  https://t.co/PS1p5rgosQ @AmphibiaWeb  https://t.co/ikrxWtCuJr",en,Wildlife and Vegetation,Nilgiri National Park
@PrimeVideoIN I am not hater of @PrimeVideoIN but whenever I want to watch some good movies.. I get to knw that those films of my watchlist are either leaving prime in some  days or left already😕😕... this is the worst experience with @PrimeVideoIN 🙏🙏,en,Films and OTT,"OTT platforms such as Netflix, Amazon Prime Video, etc"
"@HomeShop18 Even birds species such as Himalayan Quail,Great Indian Bustard and Indian Horn-bill are in the verge of extinction.#WWFOnHS18",en,Wildlife and Vegetation,Save the Great Indian Bustard
"@BDUTT @nsitharaman rocked in defence. Do you remember #okhi.. Any idea y @PonnaarrBJP lost in kanyakumari.. Let me remind you about #okhi. No warnings, and even after cyclone , the powerful India navy send just one coast guard to look for fishermen. At the end around 200 died",en,Natural Disaster,Cyclone
"Shri Aditya Thackrey, Minister for the Environment,Department of Environment and Climate Change, GOM: Convert the Mumbai Zoo into a wildlife rescue and rehabilitation centre - Sign the Petition!  https://t.co/LH83CY1p78 via @ChangeOrg_India",en,Wildlife and Vegetation,climate change(wildlife)
My entire region is complaining about #vodafoneindia network... Since morning it is shut down.  #vodafoneindia,en,Journalism & Media,Social Movements and News
@Geeta_Mohan @suhasinih @PMOIndia @MoHFW_INDIA @HMOIndia @narendramodi @AmitShah @ArvindKejriwal @myogiadityanath @ShahnawazBJP kuch kaam kro Skype pe tange rahoge kya. Inme agar ek bhi victim hua desh barbad ho jaega. Jaago tv debate se bahar nikal. @PMOIndia @BBCHindi @UN @dmgbnagar @Gzbtrafficpol @ghaziabadpolice @gdagzb @myogioffice koi to action lo. Plzzzzzzzzzzz,hi,Films and OTT,OTT Voicecalling
Waste Bottles! @ Kala Ghoda Arts Festival  http://t.co/J4ZZOG1l,en,Art and Literature,Art festivals
"The theme of today's #internationalforestday is forest restoration.  Forests are vitally important. For our #wildlife, our air, food and water quality. As well as promotijg economic activity which brings work and improves lives.  #forest #woodlands #woods #ireland #kildare  https://t.co/vmwzbf4vVY",en,Wildlife and Vegetation,Restoration
@janetserrao @SOSSaviours Dear mam... My name is Ankit Raj.. My father is unemployed now a days due to lockdown.. He is B. A graduate.. Iam preparing for IAS exam.. From my village. I can't afford fee of my classes.. And they also can't afford education of my brother and sister.. He must need a job..,en,Education,Exams
"বিহার ভাসাচ্ছে গঙ্গা, ব্রহ্মপুত্রের চিন্তায় অসম   https://t.co/oiN3gKMh7b #bihar #assam #ganga #flood #বিহার #অসম #গঙ্গা #বন্যা",bn,Natural Disaster,Flood
"PM Modi took the adage, ""keep your enemies closer"" a little too far.   #PegasusSnoopgate  https://t.co/YfaIP2rH44",en,Politics,Pegasus Snooping
The Nilgiri Tahr. The globally endangered mountain goat found in the upper reaches of Munnar.The WWF India has put the current population to about 3500. The Eravikulam national park is home to the largest numbers.  https://t.co/gwugkzMNV5,en,Wildlife and Vegetation,Nilgiri National Park
Good going.  But don’t lower your guard my brother and sisters. Stay safe  #IndiaFightsCorona,en,Journalism & Media,Policy and Trends
RT @tweetmeme Tata Motors Permits Maruti Suzuki to Source Diesel Engines from Fiat -  http://t.co/FNzt4EOC,et,Manufacturing,Automobile Manufacturing
@payal_trustable @lolwa_op I guess isne abhi kawa biryani order kari hogi zomato se,tl,FOOD,Online food delivery
Gir Forest National Park - Hindi Documentary  https://t.co/k8P5AoGMcU,en,Wildlife and Vegetation,Gir National Park
"@sagarikaghose @MamataOfficial I also think there'd be a probe. As regards @MamataOfficial having stepped in, well it's praiseworthy but how do i wish there'd be a probe by State govt into May 3 happenings! Those who suffered'r still crying for justice. Is it not state govt's duty to give it to them?",en,Politics,Pegasus Snooping
"I'm at Aoon Pottery in Samphanthawong, Bangkok w/ @ttoonkyuu_ @_nnamm  https://t.co/MbtJw5iRcA",en,Art and Literature,Forms of Indian Art
Food for thought -Opinion  What do you do about this ‘IIT dream‘ madness of parents?  https://t.co/QhII5HM4KU,en,Education,IIT
@PrimeVideoIN This movie is not really about boxing . It’s about #lovejihaad . Don’t just blindly put your stake on such stuff .,en,Films and OTT,"OTT platforms such as Netflix, Amazon Prime Video, etc"
any feature phone available which supports 4G volte call? @LavaMobile @Micromax__India,en,Films and OTT,OTT Voicecalling
"Hi ION SSV team , do your company has any support over call , my internet is not working from couple of days &amp; I am not able to locate your number. kindly do the needful since your mentioned support no is coming off. waiting for ur feedback @highspeedION @MIB_India",en,Films and OTT,OTT Voicecalling
"Missed some sessions at the #blrlitfest,or just having withdrawal symptoms like us?Read how they went down,in detail. https://t.co/zFhq9Uf023",en,Art and Literature,Literature festivals
Flood fury in UttarPradesh: Over 357 villages affected across 21 districts. NDTV's Alok Pandey reports https://t.co/8itRz3Ufgh,en,Journalism & Media,Print Media & TV
"@zomato @zomatocare maine order kiya , mujhe order nahi mila nahi koi call aya delievery person ka, order ka paisa bhi kaat liya bolke ki hamne call kiya aap uthaye nahi. Maine mail bhi kiya par same response. Very disappointed. Fraud.",hi,Economics and Retail,Initial Public Offering (IPO)
Russia and India reject attempts to turn global warming into a global security issue  India’s Environment Minister Prakash Javadekar said there was no “accepted methodology” to show climate change was a cause of conflicts.   https://t.co/OzyXlVdHT3,en,ENVIRONMENT,Climate Change
विश्व के सबसे बड़े टीकाकरण अभियान से कोरोना पर काबू पा रहा भारत।  अब तक देश में 44 लाख से अधिक लोगों का टीकाकरण हो चुका है।  अफवाहों पर ध्यान न दें और किसी प्रकार के दुष्प्रचार से सजग रहें।  #IndiaFightsCorona  https://t.co/ts3mTN7WOP,hi,Journalism & Media,Policy and Trends
"With several months left for the next assembly elections to be held next year, the ruling BJP in Uttarakhand has started brainstorming over the distribution of tickets to nominees #Uttarakhand #UttarakhandElections https://t.co/Vtaod12cF5",en,Journalism & Media,Print Media & TV
చైనాలోని సిచువాన్ ప్రావిన్స్‌లో వరద ఉద్ధృతికి ప్రఖ్యాత లెషాన్ జెయింట్ బుద్ధ విగ్రహం పాదాల వద్దకు నీరు చేరింది. 71 మీటర్ల ఎత్తైన ఈ భారీ విగ్రహం సిచువాన్ ప్రావిన్స్‌లో చెంగ్డు సమీపంలో ఉంది. విగ్రహం నీటి ప్రవాహానికి చాలా ఎగువనే ఉంటుంది. ఇప్పుడు 1940ల తర్వాత ఎన్నడూ లేనంత పెద్దయెత్తు  https://t.co/rrWK8jDtvJ,te,Natural Disaster,Flood
#Shame can we say anything else?  #MumbaiGangRape,en,Journalism & Media,Criminal Journalism
4oth Chennai Book Fair - ஆரோக்கியம் நல வாழ்வு குழுமத்தின் அரங்கு -,ta,Art and Literature,Book Fairs
@sidhear67 Shona Shona or mirchi award performance,en,Films and OTT,mirchi_awards
"@ms89_meet @unseenvalue In short  Avoid: Adani Green, Adani Gas, Ruchi Soya  Stock to look: Tata Consumer, HDFC Life, ICICI Bank/Lombard United Spirit, Marico, Zydus, Maruti Suzuki, VIP, Inox, Nestle  May be few left @ms89_meet 馃榾",en,Manufacturing,Automobile Manufacturing
"@BonnConvention @moefcc @surenmehra @UNEP @PrakashJavdekar @UNEP_AsiaPac @UN @OceanCare @GujForestDept @WCSIndia @JoyceMsuya @Bharath93025521 @PragativadiNews @narendramodi @PMOIndia @narendramodi_in @NatGeo @Nucleome India is hosting #CMSCOP13 @UNEP under the theme ""#MigratorySpecies connect the planet &amp; we welcome them home"" based on Indian ideology ""Athiti Devo Bhava"".  🌟Here, Logo is inspired by #Kolam - A traditional art form from Southern India.  🌟Mascot: Gibi - Great Indian Bustard.  https://t.co/aYibGtX9LP",en,Wildlife and Vegetation,Save the Great Indian Bustard
"Devyani International (देवयानी इंटरनेशनल) IPO:कीमत, खुलने-अलॉटमेंट-पैसे ...  https://t.co/HX5ZU8xMk3 via @YouTube #DevyaniInter #IPO #DIL #ShareMarket #देवयानी #QSR #QuickServiceRestaurant  #BurgerKing #BarbequeNation #Demat #Trading #BSE #NSE #SEBI #beyourmoneymanager",hi,Economics and Retail,SEBI and New margin rules
"@Yes_I_Am_Kafir @RamsaBJYM @boxervijender Was priority and still on. They done on this things. In first 15 year They inaugurated first iit, aiims, else. Bcz they were priorities at that time and still they are. And however India has a top class university JNU. Now they said shut it down. Why?",en,Education,IIT
"India, monsone devasta il Nord: strage di animali protetti nel Kaziranga National Park   https://t.co/v8kuRBiSTX",it,Wildlife and Vegetation,Kaziranga National Park
"બાળકોને સ્કૂલે મૂકવા ગયોને યુવાન બન્યો બુટલેગરનો શિકાર, જુઓ, સીસીટીવીમાં કેદ થયેલી હત્યાની ઘટના  https://t.co/HEl62fTXNh",gu,Wildlife and Vegetation,Wildlife Crime
"चर्चा इलाहाबाद में बाढ़ की हो तो १९७८ वाली अब तक की सबसे भयंकर बाढ़ मानी गई है। उसी साल की पुराने यमुना पुल की यह फोटो आज भी लोगों के रोंगटे खड़ा कर देती है, बाढ़ का पानी इस पुल की सड़क तक थपेड़ा मार रहा था । कीटगंज में नाव चल रही थी,  https://t.co/M8dtKc4n9n",hi,Natural Disaster,Flood
Just posted a photo @ Jim Corbett National Park  https://t.co/fLTCoGwjwB,en,Wildlife and Vegetation,Corbett National Park
1/n Constitution of India Kissa Directive Principles Ka Q. Are there any DPSP for securing environment &amp; cultural heritage? Ans.  1.State shall try to protect and improve the environment &amp; safeguard forests and wild life of our country.,en,Wildlife and Vegetation,Wildlife Tourism and Heritage
🚀🚀Zomato 🚀🚀  It is not necessary that a loss making Company can't deliver good returns in long term.  After #burgerking IPO #ZomatoListing Proved the same.  Long Term Target For Zomato 1000+++🤑💰💸  Stay Tuned With @equity_gyan  Hold Your Horses🏇  #EquityMarketGyan #IPO,en,FOOD,Online food delivery
"@BrazilFight POURRA O BOLSONARO ESTÁ NA TERCEIRA VERSÃO DIFERENTE PARA TENTAR EXPLICAR O SUPERFATURAMENTO DA COVAXIN. SE Ñ TIVESSE NADA DE ERRADO, SÓ EXISTIRIA UM VERSÃO E Ñ UMA PARA CADA MOMENTO DO DESENROLAR DA HISTÓRIA.  SÓ IDIOTAS AINDA ACREDITAM NO BOLSONARO. É UM BANDIDO.",pt,R&D and Technology,Health-Tech and Medical Innovations
"કોરોનાને કારણે 13 કરોડથી વધુ લોકો ભૂખમરોના શિકાર, UNએ આપી ચેતવણી  https://t.co/11X4r8zzPU",gu,Wildlife and Vegetation,Wildlife Crime
#InternationalTigerDay #TigerDay2019 #WildLife #SaveNationalAnimal #SaveNationality #Tigersforever #Protect #SaveTigers  https://t.co/miGtvjSmg0,und,Wildlife and Vegetation,Save Tiger Project
I'm at งานสัปดาห์หนังสือแห่งปี CMU Book Fair ครั้งที่ ๒๓  https://t.co/jNgFyPzkmg,th,Art and Literature,Book Fairs
#योगी_इस्तीफा_दो Kya app log ane vale elections me @BJP4India ko or @BJP4UP ko vote denge  Crime against women Low Gdp #PetrolPriceHike #LPGPriceHike  #Unemployment in sab ke baat bhy #KeralaElection2021 #AssamBachao #_modi_rojgar_do #AAP #Congress #BangalElection,en,Journalism & Media,Policy and Trends
"I’m Aarav Seth,a #ClimateActivist from #India. Uganda forest cover has depleted to 8%. &amp; one of the forest in #Uganda has been sold 4 agribusiness.I’m calling upon activists around the world 2 add their voices on mine &amp;  #SaveBugomaForest. @Greenpeace  @GretaThunberg @LicypriyaK  https://t.co/4Mqm2dEU8C",en,Wildlife and Vegetation,Forest Cover
PM Narendra Modi talks to Varanasi dist adm  authorities to take a stock of flood in holy city where river Ganga is swollen &amp; flood water has inundated the streets. PM assured all help to cope with situation @TheMornStandard @NewIndianXpress @khogensingh1,en,Natural Disaster,Flood
Did anyone else feel earthquake tremors?  #mumbai,en,Natural Disaster,Earthquake
"""in solitude, i felt the liberty you spoke of. but i also felt your absence""   céline sciamma's #PortraitOfALadyOnFire is up, watch now!  https://t.co/HRHQLTbanW",en,Films and OTT,"OTT platforms such as Netflix, Amazon Prime Video, etc"
Almost 40 minutes done but zomato did not break 110. Sttong resistance. #zomato #zomatoip #ZomatoIPOallotment,en,FOOD,Online food delivery
"95% of Kaziranga National Park under water, over 48 Lakh people affected across 30 Districts and 68 people died due to heavy floods in Assalm",en,Wildlife and Vegetation,Kaziranga National Park
"Airtel completes spectrum agreement with Reliance Jio, know what happened between the two companies  https://t.co/6mbzIyVIsX",en,R&D and Technology,Mobile Technology
"I wish they could know of my Saviour. “There is a fountain filled with blood. Drawn from Immanuel's veins;And sinners, plunged beneath that flood, Lose all their guilty stains:  Thousands gather in India for Kumbh Mela festival despite COVID-19 concerns   https://t.co/PYhrXmVWcO",en,ENVIRONMENT,Floods
சென்னை புத்தகக் கண்காட்சியில் கவனம் பெற்ற நூல்! - ஊடகவியலாளர் ப.திருமாவேலன் எழுதிய  ‘அவர்கள் அவர்களே!’  #ChennaiBookFair #chennaibookfair2021 #Thirumavelan #JournalistThirumavelan  https://t.co/c5Vhg0Qxyr,ta,Art and Literature,Book Fairs
COVAXIN 2nd dose 110059 30-06-2021 89 slots South West Delhi at GOVT COED SRSEC SCH.BINDAPUR 2,en,R&D and Technology,Health-Tech and Medical Innovations
I feel like a tiger right now. There's nothing impossible if you get up and work for it. @ Bandhavgarh National Park Tiger Reserve  https://t.co/Cn3BsEfMZp,en,Wildlife and Vegetation,Bandhavgarh National Park
#RealEstate Payroll Executive at Biodiversity Conservation India Limited  http://t.co/vkbW5kri #indiajob,en,Wildlife and Vegetation,all_conservation
Nainital Car Rental from nanital to Jim Corbett National Park Pauri Garhwal @  http://t.co/TQUUzEFK,ht,Wildlife and Vegetation,Corbett National Park
"@Voice_For_Bihar @XiaomiIndia Itni research kari he thi to please go and check, how many people would loose employment because of this. Xiaomi has 3-4 manufacturing plants in India and thousands of peopleearn their livelihood through this. Moreover, it also contributes to the GDP of India..",en,Manufacturing,Electronics and electrical manufacturing
"Crash Match, themed around beautiful national park of #India, #Kaziranga.  https://t.co/KnjJVkg7Cd #gamedev #indiegame #videogame #assam #fun",en,Wildlife and Vegetation,Kaziranga National Park
Will nature ever pardon our policymakers &amp; administrators? A city that can't manage it's waste @mygovindia how can it ever be #AtmaNirbharBharat !!,en,Manufacturing,Make in India
Was actively involved in Bhuj Earthquake [26.01.2000]  rehabilitation work during my Air Force Tenure at Bhuj #BhujThePrideOfIndia  https://t.co/yZ7FKXWwrJ,en,Natural Disaster,Earthquake
@Sombarnasir Yes #ArrestLucknowGirl,und,Journalism & Media,Criminal Journalism
 altro genietto di #autostrade e #PonteMorandi. Mi raccomando non facciamoci mancare nulla.,it,Manufacturing,Steel Manufacturing
Ranthambore National Park will always miss her majestic roar. #QueenOfRanthambore,en,Wildlife and Vegetation,Ranthambore National Park
Indian Halloween !  #Nov2019 #AirPollution #ApocalypseNow #MannKiBaat #DeshKiBaat  @nitin_gadkari expedite all ongoing NCR projects in next 3 months or Resign !  Army can build bridges over rivers in a Day and your IIT passout Engineers need Decades  #ShameOnIndianEngineers  https://t.co/9moKafyqly,en,Education,IIT
Here's your reminder to have a meal full of vitamins and proteins to reward your hard work today with lots of freshness and healthy bites! Look for FarmBowl by UrbanKisaan on Swiggy &amp; Zomato!  https://t.co/dlJb8VbS2q,en,Economics and Retail,Initial Public Offering (IPO)
@damso91300 Gjduejrbrbfjeiekdb,da,Sports,Pro Kabaddi League (PKL)
The Family Man season 2: Release date and delay rumours explained  https://t.co/ls1iRUvEkR,en,Films and OTT,OTTCensorship
@ImranKhanPTI @ImranKhanPTI #Pakistan  Sale ki to phati padi hai aur bate to aise karta hai ki #Chandrayaan2 #Mangalyaan  issi ne bheja hai. Bada wala katora le lo Aab koi kaam nahi aayega.. 😝😝 #KashmirHamaraHai  #POK hamara hai..,hi,R&D and Technology,ISRO
The success of forest restoration is embedded in the integration of cultural background of forest landscapes including the gender nexus in the process of restoration.  #RestoreTogether @GlobalLF @ICRAF  https://t.co/iroTWrMglH,en,Wildlife and Vegetation,Restoration
"@rkhuria He was there when we successfully launched Mangalyaan mission . He is not panuti, you are chutiya.",en,R&D and Technology,ISRO
@Gaurav67955379 @masum1514 @DrRPNishank @DG_NTA @the_hindu @narendramodi @AmitShah @PMOIndia @HMOIndia @transformIndia @mygovindia @PIB_India @MIB_India @DDNewslive @EduMinOfIndia if you have no problem of flood in your area doen't mean others also don't have. We can read the same syllabus 1000 times but can't risk our lives. #PostponeExams_Or_ResignModi,en,ENVIRONMENT,Floods
@SEBI_India NEW MARGIN RULES SHOULDN'T BE CONSIDERED. IT'S NOT FAIR FOR RETAIL TRADERS WHO TRADE WITH LESS CAPITAL AND BASED ON ONLY &amp; ONLY INTRADAY &amp; OPTION TRADING.  ATLEAST 4× MARGIN FACILITY SHOULD BE GIVEN BY @SEBI_India WHICH IS GENERALLY CONSIDERED WORLD WIDE.  https://t.co/MMmhTe60ZK,en,Economics and Retail,SEBI and New margin rules
Mood Jio lagi  https://t.co/fTWhjVUCEQ,hi,R&D and Technology,Mobile Technology
"@Shehla_Rashid The most common one liner in U.S. is "" nothing's free"". Sorry to say you know little about U. S. especially the education system. Stick to JNU. Student politics and agitations bhi nahin milega wahan.",en,Education,Education System
#diversitymatters #inclusionmatters #NortheastMatters #yyc #calgary #FilipinoHeritageMonth #electteddy4mayoryyc #Punjabi #Afghan #Palestinians #FirstNations #whitesettlers #Immigrants #Citizens #europeans #Canadians #yyc #cdnpoli #ableg #calgarystrong  https://t.co/EfrNIBbcMD,und,Journalism & Media,Policy and Trends
Y’all Delhi is about to private Air India &amp; Bharat Petroleum so get ready for an expedited ecological collapse in the Indian Republic!!,en,Wildlife and Vegetation,climate change(wildlife)
@chrispossible @RexChapman The funds could go towards forest restoration 😁😁,en,Wildlife and Vegetation,Restoration
KEEP DROPPING THE TAGS!! UNVEIL TRACK DOMINO #UnveilTrack_DOMINO @Stray_Kids,en,Films and OTT,StarKids
#SaintForHumanity सुनामी हो या भूकम्प; बाढ़ हो या सूखा ! Sant Shree Asaram Bapu Ji ने मानवता का हमेशा दिया साथ ।  https://t.co/IofLcc1EVc,hi,Natural Disaster,Earthquake
Great Indian Bustard gets new level of protection | BirdLife  https://t.co/CERM4qfFMF,en,Wildlife and Vegetation,Save the Great Indian Bustard
"Waiting for the next class #onlineclass #school #latergram #light #lockdown #bangalore #bengaluru @ Whitefield, Karnataka, India  https://t.co/dhUeG7VyfN",en,Education,Online Education
"विश्व प्रकृति संरक्षण दिवस की शुभकामनाएँ । आइए, हम सब मिलकर विलुप्त होते जीव जंतुओं और वनस्पति की रक्षा का संकल्प लें और अधिक से अधिक वृक्षारोपण करें !! #WorldNatureConservationDay2021  https://t.co/J4menmNmDB",hi,Wildlife and Vegetation,all_conservation
You have elected wrong government. The elected government will not get any help from the central government because both are different parties.   Best of luck- West Bengal. #BengalElection2021,en,Politics,"West Bengal Elections, 2021"
The material to build the Taj Mahal was brought in from various parts of India by a fleet of 1000 elephants,en,Wildlife and Vegetation,Save Elephants
 https://t.co/Fwi1tyhlCo #necklace #mogul #mughal #heidiDaus #elephant #large #enamel #multicolors #animal #beads #large #statement #vintage #india #cobaltBlue #chunky #fun #festive #runway #doubleSt,und,Wildlife and Vegetation,Save Elephants
"Doesn’t this scandal reminds us the “Watergate Scandal “ of seventies ? If yes , why not similar probe into it to uphold our democratic polity !#PegasusSnoopgate",en,Politics,Pegasus Snooping
@5_IPL_Titles  https://t.co/ZCHsiGXHV9,und,Sports,Indian Premier League (IPL)
The 5D Clinics team has extensive experience in radiosurgery treatment using the CyberKnife® system.  https://t.co/IxbNYG01c7 #5G #coronavirus,en,R&D and Technology,Health-Tech and Medical Innovations
Eco-friendly Ideas from India!  http://t.co/vVHOryysnj  http://t.co/PCLSxwH5qR,en,ENVIRONMENT,Eco Friendly
Tiger Safari in center of India [1920 × 1080]  https://t.co/FW9pXmry61  https://t.co/Bx8XnlaUkT  https://t.co/j1oREuArKC,in,Wildlife and Vegetation,Wildlife Tourism and Heritage
"Reportedly, only 647 of these lions are left all living in the Gir National Park present in Western India. Despite the huge decline in the population of Asiatic lions, eight such felines recently tested positive for Coivd-19 at Hyderabad’s Nehru Zoological Park.",en,Wildlife and Vegetation,Gir National Park
ఈరోజు జయశంకర్ జిల్లా టేకుమట్ల మండలం కుందన పెళ్లి గ్రామంలో వాగు ఉప్పొంగి వరద రావడంతో చిక్కుకున్న  12 మంది రైతులను ఒక ఫోన్ కాల్ తోటి కాపాడిన మన మంత్రివర్యులు కేటీఆర్ గారు రైతులకు ఎల్లవేళలా నేనున్నానని భరోసా కల్పిస్తున్నా మన కేటీఆర్ అన్న @KTRTRS @MPsantoshtrs @FoundationNalla @Telan  https://t.co/ybYHHAyYhy,te,Natural Disaster,Flood
Le saviez vous ? Le cheveu peut absorber 8 fois son poids en hydrocarbures. Il est donc parfait pour nettoyer l'eau et les sols pollués ! 😻👌🌍🌊  Ici les salons recyclant mes cheveux ! 👉 https://t.co/G8F3LRW6tM  #coiffeur #pollution #environment  https://t.co/fYeFt4Y5YF,fr,ENVIRONMENT,Pollution
Corona vaccine: भारत में वैक्सीन बनाने के लिए जॉनसन एंड जॉनसन को फिर करना होगा आवेदन Coronavirus Coronavaccine JohnsonaAndJohnson https://t.co/pP3QrZa86w,hi,Journalism & Media,Print Media & TV
"Hey @ClemsonStudents, come eat at Moe's tonight! The proceeds help protect our mascot #eatburritos #savetigers",en,Wildlife and Vegetation,Save Tiger Project
"Fiat-Suzuki engine deal may irk auto majors: While the move is beneficial for the Indian carmaker, it is likely to irk Tata Motors and...",en,Manufacturing,Automobile Manufacturing
Just posted a photo @ Jaipur blue art pottery  https://t.co/II6WmdrPNc,en,Art and Literature,Forms of Indian Art
idk i dont eat much desserts but gulab jamun ig?,en,FOOD,Indian desserts
Hey bud! My rate is 10 berries/hr...wud be cheaper if you trimmed yr antlers..@ Bandhavgarh National Park  https://t.co/a2VVd0eskW,en,Wildlife and Vegetation,Bandhavgarh National Park
@27Snehu @i_amak ellame math na.. appo Thalaivare.. next month Ipl.. namma thala 7 than.. konjam daily IG la support pannunga.. cup mukiyam nammaku 💛,tl,Sports,Indian Premier League (IPL)
Ek hi dil hai..kitne baar jeetoge @Neeraj_chopra1 🥺❤️,hi,Sports,Olympics
Lucas &amp; Albert - The 'Best Feature Film' from the National Film Awards 2021! 🏆  Watch now on @amazon - https://t.co/QGGEAQGQx3  #Awardwinning #bestfeaturefilm #filmawards  https://t.co/kcBcGEwOkt,en,Films and OTT,NationalFilmAwards
"We are elated to launch ourselves on #IndiaAt75 as a part of #AzadiKaAmrutMahotsav   Hon'ble PM @narendramodi Ji has rightly mentioned that we belong to ""Can Do Generation"" and we'll change India forever with #Entrepreneurship.  Mugwort has #AtmanirbharBharat as its #seed!  https://t.co/XOZNp0bLKW",en,Manufacturing,Make in India
"Bosch, Idea, Airtel, M&amp;M top gainers. Tata Motors, Hindalco, Tech Mahindra losers. #Nifty",tl,Manufacturing,Automobile Manufacturing
"@SimmiAhuja_ than his sheer boot-licking, bigotry &amp; slavery.  *The Dadasaheb Phalke Award is India's highest award in the field of cinema. It's presented annually at the National Film Awards ceremony by the Directorate of Film Festivals, set up by the Ministry of Information &amp; Broadcasting.",en,Films and OTT,NationalFilmAwards
Kochi - Muziris Biennale Song  http://t.co/1JWXcHV,ht,Art and Literature,Art festivals
Manoj Bajpayee back as Srikant Tiwari in The Family Man Season 2  https://t.co/mOFW2CV977,in,Films and OTT,OTTCensorship
ਪਹਿਲਾਂ ਆਹਾ ❤️ਫੇਰ ਆਹਾ 🔁 ਫੇਰ ਆਕੇ ਮੇਰੇ ਨਾਲ ਗੱਲ ਬਾਤ ਕਰਿਆ ਕਰੋ 😝😝 #FarmersProtest,pa,Politics,Farmer Agitation
@Vishesh03625993 What about #chandrayaan3 ?,en,R&D and Technology,ISRO
"@manurishiguptha @ICICI_Direct I doubt their numbers, they were offering very high leverage before new margin rules kicked in and they are the worst affected with the new rules. However, I don't about their other segment including how new initiative of global Markets access is doing 🙏.",en,Economics and Retail,SEBI and New margin rules
"According to #Ayush, one person has THREE different pulses on single examination, the Vatta, Pitta, Kapha pulse that feels like frog leap, snake slither and elephant gait. THIS is what is taught in #Ayush schools. Really. Source: National Health Portal, Gov of India.👇 2  https://t.co/aaCZr8wdd9",en,Wildlife and Vegetation,Save Elephants
#FarmersProtest,und,Politics,Farmer Agitation
Wildlife Sanctuary of South India - Nilgiri Biosphere Reserve :     http://t.co/4ORciW9B,en,Wildlife and Vegetation,Nilgiri National Park
No sale of sweets without 'best before' label from Oct 1; manufacturing date not mandatory: FSSAI  https://t.co/mEG9kzN4u8 Great initiative by the Government of India as loose sweet can be dangerous if shop owners doesn’t take precaution of safety of consumers. Needs more officers,en,FOOD,Food security
"Please sign anipals  Torture of elephants need to stop. 😡  Animal Welfare Groups: Temple Elephants in India and Sri Lanka kept in Chains, Beaten, Starved and Tortured - Sign the Petition!  https://t.co/i2SfMAwOcd via @ChangeOrg_India",en,Wildlife and Vegetation,Save Elephants
Enjoy morning and evening safaris at Ranthambore. Enjoy a game viewing inside the verdant jungles of the Ranthambore National Park.,en,Wildlife and Vegetation,Ranthambore National Park
"Under the Namami Gange Programme, the rehabilitation of 5 Ghat pumping stations, and STPs at Dinapur and Bhagwanpur have been taken up. The project is expected to be completed soon. #NamamiGange  https://t.co/G5mc1WOABA",en,Wildlife and Vegetation,River Rejuvenation
@ZeeNews @VishalKalra_ @PMOIndia @ncert @AmitShah @EduMinOfIndia @narendramodi. #AchapterforNE  #NortheastMatters,und,Journalism & Media,Policy and Trends
"KLM Royal Dutch Airlines has named one of its Boeing 777s after the UNESCO World Heritage site "" Kaziranga National Park"" of Assam.  https://t.co/zjhPc1h1Gm",en,Wildlife and Vegetation,Kaziranga National Park
@Iwtfences gulab jamun yes ik,in,FOOD,Indian desserts
Surajkund Crafts Mela showcases some of the most exquisite hand looms with intricate designs and bewitching colours.  https://t.co/o74h19rwEg,en,Art and Literature,Art festivals
@RSharan600 @tamildude111 @aSmallSharp @SuryahSG When after JIO closing BSNL,en,R&D and Technology,Mobile Technology
"Respected @SirPareshRawal sir, would you please like to introspect on this topic as all students from india are in fear due to exams in (covid in whole country and flood in half country).  #ProtestAgainstExamslnCOVID  #ProtestAgainstExamInCOVID",en,ENVIRONMENT,Floods
@PaulEDawson The Irish govt should be supporting native forest restoration - instead it mostly supports monoculture conifer plantations.Those are no climate solution!Please see  https://t.co/MyzomR4EfP @SaveLeitrim about communities fighting against the devastating impacts of such plantations.,en,Wildlife and Vegetation,Restoration
"Soil degradation and deforestation have led to a state of desertification causing harm to animals and vegetation leading to the extinction of Indian Cheetah, Pink-headed duck, and the Great Indian Bustard in India. To know more click  https://t.co/Z60QoXoUXS  #conservation  https://t.co/5QBcEkZMtw",en,Wildlife and Vegetation,Save the Great Indian Bustard
"#BolsonaroCorrupto #1dolarporvacina #1dolarpordose Quanto vale a sua vida?  Para Bolsonaro,  ela vale USS 1,00. Escândalos da morte: Além da covaxin, Bolsonaro cobrou 1 dolar de propina para cada dose  de  vacina.",pt,R&D and Technology,Health-Tech and Medical Innovations
"✍To The Point  पर्यावरण, वन और जलवायु परिवर्तन मंत्रालय ने मौजूदा पर्यावरण प्रभाव आकलन अधिसूचना, 2006 को बदलने के उद्देश्य से पर्यावरण प्रभाव आकलन अधिसूचना 2020 का ड्राफ्ट प्रकाशित किया है  इस विषय से जुड़े महत्त्वपूर्ण बिंदुओं को देखें इस लिंक पर :  https://t.co/dS5we5ym8w  https://t.co/FY4LhuNZqV",hi,Wildlife and Vegetation,climate change(wildlife)
@explore_uable is on a bold mission to redefine the future for millions of #teenagers around the world through its online #lifeskills development platform. Read its story here:  https://t.co/wfd3joNXXj  @Saurabh_Learn #Uable #RealWorldExperiences #IndianStartups #StartupStories  https://t.co/N3X7L6v4mb,en,Economics and Retail,Unicorns
